experience,test_score,salary
11,68,112100
9,73,87600
3,77,81600
4,61,74400
5,66,70300
8,55,90300
4,67,78800
10,77,109100
5,77,75300
4,63,70700
10,85,111300
4,77,71000
9,62,91500
5,83,81700
4,82,86500
3,83,72600
3,88,70100
3,76,65300
12,66,107700
11,95,114000
5,96,92300
1,68,78300
3,80,81300
3,58,61100
7,78,95100
3,86,85000
2,60,69600
3,51,60300
10,51,106600
10,54,92200
12,97,126800
10,87,101600
1,74,71300
9,100,112300
10,77,118300
7,76,110200
5,83,97700
8,93,102300
5,68,87200
6,79,100100
1,71,53800
27,67,159200
10,70,103500
3,75,69400
15,69,122200
9,68,98800
2,74,72800
12,88,108600
12,76,110900
1,73,52400
4,76,80100
6,62,90200
14,84,120700
1,53,59500
9,90,109700
5,84,85400
15,81,113200
4,72,70800
3,83,80900
4,41,72500
11,100,114200
20,52,139700
5,61,89700
13,95,132000
11,66,109900
9,73,91400
3,95,86500
6,69,63600
9,70,91300
7,72,82900
9,85,120900
10,62,97100
14,74,125400
7,66,86100
13,85,120200
6,50,82300
7,89,99600
10,64,91300
1,69,74200
11,82,102300
2,89,71300
11,100,111200
10,56,110100
3,73,63600
6,67,76700
6,69,81200
15,51,117400
14,71,107200
10,64,104000
18,66,113000
6,78,100600
7,56,85600
8,65,94400
3,45,60900
7,74,111900
3,68,76800
5,75,99000
11,82,110200
7,74,101400
17,66,136200
2,85,64900
13,65,108800
4,69,78300
3,69,72400
4,89,78900
2,72,53600
10,100,97600
3,82,80300
13,73,123400
4,63,90500
6,74,84300
4,76,75900
12,87,121400
4,89,83400
5,77,83900
14,86,123300
9,70,75700
11,72,100900
5,71,76300
4,75,84300
2,93,88700
10,64,120500
10,65,99100
8,71,88300
9,52,86400
4,82,78600
13,68,88800
5,64,84900
3,79,73100
8,67,85100
11,74,107500
14,81,122000
19,100,150400
7,75,91500
19,82,142300
4,72,84000
15,72,127600
1,64,70800
10,45,83200
2,75,66300
10,77,96100
9,60,90500
12,100,107400
11,87,99600
2,84,77300
15,82,117100
2,69,61500
2,42,65900
5,72,90000
10,93,111400
4,79,77000
6,96,85300
2,76,62800
3,71,67800
9,68,92200
3,79,64400
3,73,77600
7,68,89100
5,83,80200
9,73,89100
18,84,129500
4,69,72500
20,89,157700
4,66,84200
8,100,99700
5,83,71400
5,75,72000
2,65,58400
2,66,63400
5,71,92100
4,67,76300
5,78,75100
2,79,73400
13,93,125300
3,87,75900
24,73,169800
10,79,100900
2,79,69500
6,64,90000
7,57,84800
4,94,81500
8,87,94100
5,89,90100
5,61,86500
9,89,112700
4,60,67800
4,80,70400
14,86,126800
4,77,77700
16,69,122200
3,78,82300
5,99,85100
15,61,114900
4,62,79500
16,53,123600
4,79,91300
2,78,55000
9,80,101300
3,68,69100
9,79,100300
8,78,95900
4,88,69900
6,64,83400
9,81,90200
12,51,106600
17,67,115900
5,82,96900
6,76,86000
17,81,122700
9,57,83700
6,55,74700
15,66,112900
4,89,81700
5,68,75700
6,89,102200
3,65,69000
14,92,118700
15,50,119500
6,82,90200
11,73,113500
8,64,77400
11,98,107100
14,54,113500
11,61,104600
2,90,71000
6,91,90700
9,75,104300
3,95,79500
4,73,76100
7,85,98700
9,66,102900
5,70,70600
5,57,87200
5,61,84400
7,92,108400
6,84,101800
17,73,126200
8,87,97500
14,85,140500
4,58,85900
9,56,102000
2,57,60300
6,99,78000
13,72,107100
3,75,86500
6,79,85700
5,75,81600
3,73,84000
7,78,88900
2,72,67200
9,65,103000
5,91,78400
4,86,81400
1,83,71800
2,57,58000
5,85,66900
21,69,154900
23,78,156200
16,64,120500
4,76,83000
1,76,70900
13,77,102200
9,79,101400
13,68,119900
7,63,96700
15,63,113300
4,86,76000
3,80,84700
8,94,105000
7,77,95600
10,88,101100
3,85,90900
8,67,91900
6,65,86700
12,88,107400
8,75,96400
5,87,86400
3,88,92000
8,73,104300
1,49,55600
4,73,73800
9,85,98200
13,62,105700
2,85,68400
11,66,99800
12,60,82900
10,56,84200
10,77,97300
7,76,82300
11,70,85200
9,75,89500
10,83,99700
11,84,107300
15,88,127300
8,75,108800
6,70,91200
16,66,112300
1,67,60000
13,87,135600
4,68,68200
10,73,102400
9,70,103900
5,89,92800
13,64,117200
17,81,135200
13,80,113700
13,51,119600
6,64,74100
10,60,78900
13,65,118700
10,93,114500
1,84,62600
8,87,114100
8,70,97700
13,81,112600
4,65,61500
3,76,76500
2,75,73400
1,88,80600
10,82,111100
7,82,105400
12,78,120300
10,75,115900
7,78,96900
4,77,66200
4,75,62300
2,63,64900
11,53,112300
13,63,102100
10,84,108900
17,82,139300
6,79,87200
3,97,88700
4,66,63400
10,45,86100
8,63,98200
10,72,98900
4,72,88500
7,98,118100
13,91,132300
11,59,94100
6,69,84600
7,91,87800
21,82,156300
4,75,74700
5,70,79900
3,67,68900
5,60,86100
6,81,87700
15,70,106100
8,67,83500
13,68,120100
3,54,77100
7,86,96100
9,100,94000
5,63,67400
10,51,94200
5,100,96400
3,67,62800
8,95,102800
5,100,86400
4,87,98900
6,88,76900
7,77,96000
6,77,78900
11,73,103500
12,89,114100
11,57,100600
7,65,74600
13,76,106700
1,75,68800
5,87,87600
8,50,103000
1,80,61900
4,70,76300
8,73,85100
4,98,88300
3,69,79100
6,66,66000
9,66,90500
3,73,74800
2,82,72100
6,62,82700
7,68,80600
10,75,102100
19,78,138000
4,59,79100
5,82,80100
2,84,71600
8,65,85500
3,98,82200
16,67,126800
8,70,90300
6,81,83300
11,39,82400
24,93,168800
9,59,95300
3,73,80100
2,87,91900
2,72,68500
10,74,101700
27,82,169900
3,75,66300
5,81,93100
11,72,117100
11,81,114500
14,68,124900
3,77,86500
5,74,74600
11,69,97800
10,100,103900
8,71,97000
8,92,117000
4,93,85800
5,82,99700
11,57,107800
5,77,83300
3,82,68500
3,71,71200
5,87,82600
12,87,120700
4,98,85900
7,65,86900
2,69,61100
7,65,84700
7,76,97400
4,82,56000
3,81,75600
18,75,142300
13,72,107700
19,78,149300
4,96,86800
7,73,75900
6,85,95500
10,95,116400
6,60,79500
15,67,106200
11,76,108500
4,85,78500
3,71,91700
11,56,117700
4,85,88600
9,77,97000
11,65,96100
13,100,128700
4,63,78900
3,87,79000
14,64,122000
0,78,58300
2,82,77700
5,77,90800
12,64,98600
14,40,114000
12,70,109800
8,83,97500
4,81,78600
6,71,79900
10,73,111400
2,79,60400
14,67,114100
8,76,88800
1,76,64100
11,62,109800
12,75,113900
5,91,95900
6,70,78500
5,78,84600
13,81,133200
3,55,58600
7,61,88800
12,77,97900
3,83,76400
27,100,179200
3,78,63900
6,68,84900
11,87,105100
8,79,83100
11,75,112800
5,58,81900
10,73,110700
8,98,88000
4,68,73000
11,91,108700
4,63,61300
2,77,63300
1,70,75100
18,78,131700
3,80,71000
20,92,143200
7,73,100000
7,81,80500
3,83,85300
4,76,95100
2,72,65600
2,83,77900
11,70,90200
8,73,96100
17,63,131700
5,66,87100
6,75,99500
5,93,80900
12,77,116000
5,64,86500
3,65,91200
5,57,89800
4,76,89400
2,68,75000
7,69,90600
8,70,95800
18,96,141200
3,71,88900
4,90,70200
8,66,79100
4,63,85000
2,86,72200
11,78,103300
7,72,91700
9,61,100400
9,62,105700
5,76,86200
3,59,73800
4,84,66900
16,81,117800
4,69,78200
12,68,111100
1,100,73900
8,77,95100
7,96,95900
10,80,112200
30,69,173900
9,54,98200
5,89,82900
5,69,77100
7,67,94200
8,72,81300
7,78,98100
5,56,80500
5,76,77800
20,65,140300
5,66,72800
4,85,101800
4,66,66000
6,80,72000
3,94,83400
12,90,107900
5,83,88900
7,61,94900
6,58,85400
4,68,71100
7,73,87300
15,60,121600
10,57,102100
3,80,85500
1,79,72600
6,65,94600
6,54,66600
19,96,142600
5,54,85400
6,80,87500
5,78,82400
7,62,75800
8,97,101600
4,79,95300
6,82,91400
3,53,59000
6,87,90300
4,67,77700
5,65,64100
18,96,135200
4,83,85500
13,80,116100
7,82,89800
4,70,76900
13,72,103700
2,79,71400
6,72,78500
8,81,99400
12,75,111200
4,94,92100
4,83,82900
14,94,121700
1,75,69400
7,78,94500
6,76,84300
11,41,77400
4,82,75200
7,69,89300
7,89,94400
13,87,121100
6,51,83000
4,78,71900
4,62,72200
5,76,73400
5,74,69400
12,73,119300
6,69,76300
13,99,117800
3,67,64700
16,71,132000
4,74,77300
6,63,99100
13,74,122000
6,79,84000
7,56,80900
16,81,121700
2,56,57200
2,90,71900
1,75,66500
12,91,114200
8,82,98200
9,50,84900
10,81,99700
10,70,102400
7,96,104200
6,77,82200
12,84,101100
13,70,109900
7,100,95900
7,77,73700
2,56,60700
3,65,80700
14,78,125800
14,54,110600
12,67,110300
4,80,81200
7,48,75500
7,63,80700
7,81,93400
5,74,77700
1,92,68100
5,67,90800
5,56,64600
5,88,76200
5,87,79300
17,82,153700
2,63,61300
9,90,110200
4,58,67300
7,71,85800
13,72,117100
7,60,86000
12,60,93800
9,76,96200
7,53,84500
19,97,140800
10,60,108800
9,93,120900
1,91,57200
7,54,79900
9,59,79300
6,89,89500
9,61,92600
3,62,74600
4,84,93800
4,55,74800
6,87,89300
11,79,98100
2,74,61500
20,61,147700
7,98,113400
9,71,89500
1,66,58300
4,90,82500
4,69,80500
21,68,142700
4,88,69300
3,69,82600
9,51,86000
5,62,80600
19,72,143400
9,100,90900
5,89,95000
5,78,76400
3,85,73000
6,96,93300
5,75,65900
4,83,81400
8,71,86000
3,80,83400
1,79,60800
8,82,86100
6,81,86900
2,85,73900
8,58,99000
15,76,111000
2,76,71800
8,78,96600
7,77,84300
4,61,68100
8,66,93000
6,73,84500
5,80,87700
6,81,93700
3,54,62500
6,91,87300
18,61,129700
8,69,85000
3,73,72800
15,76,110100
2,86,74300
9,69,115900
4,72,73200
15,79,121200
14,86,133100
9,80,99200
9,87,103100
8,90,89100
11,74,119300
7,74,100400
6,64,83200
5,58,72300
10,88,115800
8,73,100100
5,56,87300
5,57,84500
6,69,81800
3,55,57200
11,100,126200
23,50,145300
2,73,69500
7,73,83700
9,82,85700
5,77,85800
1,60,66600
5,87,82500
9,70,111600
13,70,106900
8,83,98900
10,74,99000
23,72,168300
14,81,113900
4,77,85400
11,79,101700
4,83,82400
8,52,78400
7,99,87100
4,67,80100
12,78,126200
9,65,104300
17,60,122900
4,74,72000
4,96,88000
15,98,124400
7,72,97600
4,65,67200
8,54,84800
9,92,99900
12,91,118100
7,74,97300
9,77,94700
4,84,73200
4,71,83800
1,70,59800
14,54,124800
15,54,106200
3,75,68500
8,58,89100
16,100,131900
4,92,92800
6,99,100600
11,89,105000
9,77,100000
9,63,90400
7,77,91600
3,73,66100
8,86,88600
5,65,92700
6,91,91200
3,73,84200
13,72,120400
7,74,90700
6,78,88500
18,79,129600
6,100,96700
12,84,124800
8,66,84700
16,97,122200
5,57,80000
12,92,121900
7,65,85000
1,82,69700
3,49,49900
4,86,83900
15,75,122000
8,65,91700
7,57,83100
5,80,92900
10,84,105100
3,72,61500
9,65,86300
8,48,104800
16,71,129100
10,77,113800
4,77,85900
20,74,144900
12,72,105800
5,83,75800
8,90,92100
4,64,83800
13,77,133900
10,77,106700
4,80,76100
12,76,105100
15,91,120300
7,76,91100
7,68,81000
3,76,79700
11,72,111400
7,63,93400
7,75,87600
10,79,106700
3,73,86900
7,76,83400
5,51,67500
8,86,105800
13,89,130000
7,99,99200
4,69,88100
5,78,72600
18,86,121500
14,68,116700
3,71,64600
9,77,101300
4,50,81400
8,61,92400
8,74,102000
3,75,79800
7,86,84900
9,64,82500
13,54,104000
7,52,81400
4,86,91300
5,66,85700
4,88,86500
12,77,102000
0,84,55700
2,49,76300
3,57,74400
5,59,71800
3,81,84000
16,80,127000
3,97,66900
6,86,93300
5,94,100200
9,73,79500
2,72,76000
3,82,70900
2,87,71600
6,83,102000
7,67,93000
3,64,76100
2,72,81800
6,75,87800
12,81,121700
12,59,105100
12,69,114200
14,92,122900
14,58,116500
7,71,94300
4,68,88800
11,65,98400
4,73,65800
3,59,73200
5,65,88000
4,93,95100
4,68,68700
12,59,107500
9,76,84300
18,72,147400
9,68,86500
11,65,98700
7,62,83100
5,70,82000
7,47,85300
2,71,61000
11,71,110300
3,86,68400
8,79,100600
3,68,82300
6,78,82000
16,77,125400
9,58,86200
6,96,86300
3,76,78500
4,70,82200
9,74,96300
8,68,99200
8,75,81600
4,72,76700
4,59,86900
2,72,65300
10,81,108700
2,77,71100
7,61,73700
7,72,94900
10,68,92000
16,76,123200
9,72,101200
5,71,81800
13,92,126500
18,65,124100
6,75,83800
11,87,94600
3,73,78300
4,87,84100
22,65,141200
5,90,94500
8,78,100100
7,90,96700
9,100,117200
7,96,95100
11,73,100200
2,72,80600
10,91,110400
6,92,81900
7,86,91700
16,66,114300
9,72,89400
5,58,68300
13,80,115100
2,83,69600
5,72,100500
4,71,83400
8,82,101800
5,73,85000
2,98,71000
15,64,138000
7,75,94600
3,85,81600
10,82,109000
9,67,90800
15,80,107800
13,81,123600
2,74,77800
4,84,78800
3,79,81300
5,92,91100
9,75,101500
15,61,115500
18,66,138500
5,80,84700
5,70,85400
12,84,113800
5,64,80300
5,62,78700
5,82,76500
9,77,96000
12,87,100500
1,52,62700
11,77,105400
4,62,73500
3,81,81800
4,88,85300
15,96,116900
4,59,71000
4,93,90400
10,77,101600
11,63,109100
1,58,41000
6,70,93000
15,64,130200
12,93,96300
5,68,85400
2,69,60100
7,75,93200
9,66,90900
9,100,96000
10,60,82400
6,79,86700
10,83,106900
14,65,108900
5,43,75800
4,71,75900
6,78,93300
8,69,89800
2,81,63300
15,64,122400
6,81,95600
7,85,78200
3,93,82200
8,72,101900
5,64,68300
3,63,53700
9,61,91600
5,75,80000
18,81,134500
4,82,88300
5,75,86500
10,66,106400
5,65,60100
5,84,84400
6,67,87100
6,65,92500
3,61,60900
6,56,79000
12,77,121800
11,79,98300
2,54,52400
6,76,83200
2,64,70400
10,89,109800
12,91,102300
2,74,59500
5,99,102800
9,74,98000
7,85,93700
6,73,81600
8,83,94100
5,91,91700
4,71,77000
2,83,80600
11,68,107800
2,88,82100
8,91,97500
8,61,93800
9,71,86400
4,87,69200
8,73,86300
1,90,81600
10,68,114000
1,82,58000
3,77,91400
6,65,94000
4,77,73900
9,81,97300
5,84,100100
15,84,121600
14,77,119300
5,84,86100
7,83,96200
0,88,50200
4,99,84000
20,81,148400
6,93,95400
10,80,107100
7,93,93000
8,58,97000
14,70,114300
8,89,97400
6,81,86800
2,63,65000
6,70,96600
2,60,76600
10,78,105300
3,69,73700
9,86,120900
9,62,88400
5,68,83700
6,45,77400
6,56,73700
6,66,76200
22,57,161400
8,70,98500
5,63,80700
16,79,134900
9,87,88600
5,73,77800
5,82,89700
12,58,113000
5,51,71500
4,81,80800
3,79,62100
3,72,71500
12,68,102500
9,74,94700
5,57,78100
7,88,88200
13,89,122000
2,90,75800
1,58,68200
11,83,105500
7,68,84700
11,80,119200
12,80,119400
1,77,63300
5,73,70600
6,86,83000
8,66,64400
8,72,82500
4,80,90800
5,84,82800
9,63,95400
8,87,96600
12,73,113400
10,76,102000
9,88,95900
2,87,63200
5,90,85500
6,76,94800
6,49,77300
4,88,68200
2,58,60600
4,84,81100
12,71,103900
8,79,87000
3,87,67600
4,92,82800
9,70,83600
3,61,76200
3,72,68000
5,79,85100
5,82,80000
19,64,140200
4,48,62000
9,67,99400
16,81,131600
8,65,96900
8,92,91100
16,59,118400
9,69,102200
2,72,64200
3,78,82900
11,73,114100
1,61,60400
6,66,92000
4,80,80900
2,67,77000
8,88,103400
10,85,99900
6,45,79500
7,80,94500
4,63,77800
2,70,66200
5,95,96000
13,74,113600
5,64,91400
6,68,85100
16,62,135200
2,72,62100
8,60,93500
8,79,99400
9,78,96000
6,73,99800
5,71,63800
7,61,93200
10,78,106400
13,58,110900
8,91,114600
7,70,92200
4,77,81800
7,72,90200
6,66,84500
7,59,75900
20,67,139900
10,80,106600
9,75,76800
3,100,89200
2,100,73500
11,56,97600
15,84,115400
8,59,89000
2,90,75700
7,56,76100
6,66,80800
10,72,97300
12,71,93300
9,77,111900
9,85,106400
9,69,103800
10,75,113700
5,71,76500
9,72,95700
6,79,88800
4,64,79700
12,77,113900
4,71,88900
9,60,103900
9,50,79800
2,79,76800
7,77,93100
3,85,74000
3,62,77500
8,69,101100
8,85,102000
7,61,89200
2,88,79200
9,64,96100
6,84,78500
8,66,92700
4,82,83900
13,81,111600
9,64,94900
9,58,74100
9,76,105300
14,77,112800
12,83,104900
12,73,100200
8,78,105900
2,81,69100
5,85,72300
18,63,142100
9,94,108000
6,90,83800
5,88,88500
7,79,106000
23,81,142500
3,41,66400
8,85,118800
12,60,111300
12,79,103200
6,84,76900
9,80,101000
11,64,95600
8,84,109900
1,91,64300
13,82,112900
9,75,95200
13,81,113300
11,93,121200
6,72,70100
4,86,89100
6,80,80900
9,64,91800
4,93,87500
15,72,125900
6,79,95400
1,56,60400
9,71,103300
14,65,122800
5,50,81000
10,62,104100
5,82,80300
11,74,105100
0,87,55500
2,63,69100
2,70,71400
6,81,91700
6,71,77600
6,73,102500
8,76,106600
4,96,90100
7,64,99900
3,70,77300
8,92,113700
6,65,78100
5,74,72800
9,59,88900
14,74,131100
2,89,79100
2,68,65900
12,75,124100
7,72,86100
6,90,83400
10,75,110400
8,76,99000
10,85,101300
2,77,77400
1,85,63400
7,84,92400
10,78,106500
2,83,75800
5,81,86900
10,76,87900
3,74,68900
8,69,93700
17,73,130700
10,59,100400
3,59,63400
8,76,87700
2,98,82400
5,81,74900
8,62,83500
13,78,114600
17,87,135300
5,54,77700
2,83,74500
17,78,119100
3,80,71300
13,67,111400
13,80,115800
8,69,92400
11,81,111300
7,93,92200
5,73,81000
8,55,95300
2,88,80500
9,78,100200
9,80,97400
4,76,62400
11,75,106200
12,70,110400
5,79,84100
0,75,75400
6,88,82300
3,44,65700
4,84,87800
6,81,79600
3,84,80300
4,69,72300
7,81,85000
5,67,78500
8,71,91000
5,61,86100
3,86,70200
11,59,86500
5,83,88700
13,73,125400
11,71,100900
2,58,73400
5,77,91200
11,70,111400
5,78,89800
2,66,69700
16,61,112500
8,70,95500
10,82,110600
11,76,99100
9,86,103100
3,65,55300
4,58,79400
2,92,78200
8,99,102400
4,53,71300
14,86,114500
7,89,105700
13,78,133400
6,62,79700
9,76,91300
7,93,102900
2,85,59800
6,80,83500
10,86,116100
2,68,65100
2,84,68800
14,61,123200
25,66,162100
6,84,91500
11,81,96300
9,81,93900
5,55,77800
17,71,117200
5,82,92300
19,83,145300
6,83,94200
10,75,109200
7,59,81300
13,87,108800
9,72,100900
12,73,105100
13,61,115000
13,56,108200
6,63,91000
13,73,118800
5,69,90700
5,74,70900
6,81,83600
11,65,105900
5,84,93100
8,63,85700
12,56,86200
8,74,84500
8,62,86800
6,66,91000
7,73,83500
6,93,86000
3,72,72600
6,81,97100
12,65,117800
12,79,119800
15,96,131500
13,77,117700
9,61,96200
1,96,55600
6,48,82300
8,76,89300
3,63,52200
15,56,132800
15,58,120000
5,83,71800
9,67,105900
6,79,74300
1,51,57300
13,61,103700
13,74,124200
6,80,101200
8,61,81900
6,73,81900
15,70,121400
6,75,102000
4,67,66000
4,51,73800
7,84,101600
6,88,82500
8,72,103700
4,85,85200
13,67,121100
6,73,78700
3,79,82300
9,60,86000
10,76,107000
17,79,136500
2,74,69500
3,73,67800
15,78,118100
11,56,94100
3,74,75200
9,70,93000
5,60,74900
5,94,94900
6,71,80100
5,78,83000
14,75,114200
9,82,96700
6,67,83800
4,75,87700
10,61,111000
3,71,85200
14,76,117900
7,99,106100
5,90,91100
14,70,122100
7,62,82700
1,80,51400
4,80,66200
3,53,63200
4,96,74100
5,75,85200
9,87,102200
4,88,81300
3,68,58000
6,89,90100
5,77,75100
8,95,102400
11,78,95100
9,70,108100
13,92,118400
4,41,82400
8,83,86400
18,78,135500
10,74,101700
4,74,74600
21,83,145400
3,78,74300
12,68,125000
5,76,79300
4,62,75200
6,100,88100
2,65,93700
10,77,100100
1,74,60800
15,71,122200
5,93,84700
5,73,86600
12,80,119300
3,70,83300
5,74,73000
4,75,85600
9,86,94000
14,57,103800
15,65,126000
2,74,68500
9,90,100200
8,85,98600
2,58,64000
3,68,86900
10,77,102600
7,79,86200
6,64,86100
1,74,66700
10,68,113800
11,75,106000
4,52,77600
7,76,88800
11,74,104100
8,86,93600
1,51,58700
4,79,80800
6,80,93000
8,93,105500
5,76,89200
12,47,110300
6,70,74600
3,82,75600
3,64,77800
15,78,120100
5,83,91300
4,96,93600
7,90,100300
4,64,59500
4,84,74500
19,62,112600
7,68,83800
8,92,93600
5,79,81000
11,82,113300
4,80,77300
5,84,77800
5,83,82700
4,100,76400
6,82,85000
7,70,76600
2,92,60400
10,69,110200
6,81,96700
4,80,97100
2,44,65300
3,70,75800
18,72,135500
14,69,133800
3,85,81000
2,95,73300
4,58,84600
5,100,91400
4,64,73400
5,72,87600
7,78,86600
8,82,94700
16,81,135600
10,74,97900
8,80,101300
6,87,86600
5,82,85600
8,78,113700
4,66,82900
5,70,79100
4,75,79100
7,69,97100
10,80,104200
4,78,78400
8,87,95600
6,67,83200
15,100,113700
9,76,103900
12,85,114400
17,69,122800
4,74,59700
7,76,93900
4,67,79300
2,89,82600
6,83,103200
9,66,78900
10,72,100600
3,67,66200
2,74,55000
10,48,101300
2,69,81100
7,79,100100
6,85,81300
8,82,88900
3,80,86300
9,100,110200
3,100,73400
16,90,127000
9,77,109000
3,82,79500
1,76,71600
3,76,84400
14,78,121600
10,62,93500
15,86,114800
8,63,99400
15,65,116800
2,72,68200
3,58,68000
13,66,105600
14,63,117400
4,81,65700
4,68,78000
2,61,51200
11,73,114600
4,65,75500
4,52,70300
10,89,115800
3,89,75700
12,73,112200
8,95,99100
9,62,100600
15,83,125500
6,59,72900
6,96,99100
3,76,78700
3,67,61000
7,72,90200
7,90,93200
4,74,79900
4,70,84500
3,68,71400
20,68,130700
15,98,122800
8,71,99300
6,68,81100
5,80,101400
4,75,82000
6,91,100300
5,81,81000
5,94,106600
11,78,117800
1,75,73400
2,53,57100
13,62,119100
6,100,81800
3,74,73100
7,74,95500
4,64,89800
8,60,77300
13,97,126000
5,80,81600
8,71,90800
7,66,87600
6,61,89400
4,63,63000
6,69,82600
12,54,108700
6,84,92600
7,85,97200
6,68,98300
12,82,115000
3,45,62500
10,88,102900
4,62,74500
3,63,74400
20,78,137600
10,62,93400
12,60,113500
6,76,88800
11,61,97300
9,88,98200
16,85,128100
12,71,102600
6,74,85100
11,55,99000
15,76,126200
4,75,82700
6,71,86800
10,60,85100
4,76,73000
3,90,81000
8,56,82000
16,76,126400
10,59,103500
5,70,83500
3,82,66000
6,77,85800
1,77,70200
11,80,104300
5,61,72200
7,85,101800
9,74,105900
8,74,93800
21,65,146500
6,78,95600
8,62,87900
0,60,60300
21,71,146800
15,62,123200
2,68,65300
4,91,93700
4,87,86800
14,68,113200
3,68,83200
2,60,67400
11,70,109500
6,80,71200
6,80,86800
10,63,95700
6,77,99000
15,79,122900
14,73,108200
2,73,69600
4,74,87300
4,71,70500
8,84,101500
3,95,95600
9,57,88100
11,69,113400
3,70,83500
10,68,105300
8,58,96800
16,63,121500
10,52,87600
3,77,84900
9,61,100200
2,80,74000
5,82,77400
2,73,67600
11,64,90300
10,71,98500
10,69,108300
3,71,85800
3,64,78500
10,77,98800
10,83,101400
5,98,84700
12,93,107300
6,87,94200
4,81,84000
7,67,98700
4,68,73400
6,64,87500
3,76,63500
2,82,76200
17,87,117900
5,88,89500
4,64,76900
1,85,65300
5,100,92600
3,84,81600
11,100,124900
7,78,88300
26,64,156200
13,79,125700
5,74,92300
7,59,84700
5,100,90500
11,65,109600
1,70,57900
2,81,68800
7,85,72700
13,75,86200
6,78,95900
0,72,60700
3,77,82500
12,67,127900
15,62,117800
5,87,86300
5,81,88000
5,84,71400
16,68,125300
7,86,100300
7,76,91700
14,83,134200
6,51,89800
3,69,61400
7,85,98100
14,87,121800
5,65,73100
9,91,92100
3,63,56200
7,91,96600
8,81,99900
3,86,68200
11,59,102200
7,88,91600
4,95,86700
9,88,98600
8,87,88700
3,73,78100
3,100,86100
11,64,103600
9,68,103100
15,73,113400
6,86,111300
7,62,86900
3,59,56400
14,94,118300
19,55,144500
4,74,72000
3,83,88000
4,98,87000
4,75,74400
12,77,100200
4,70,78800
12,73,107300
6,63,88400
7,82,112100
7,82,85700
10,89,108300
7,61,86700
6,62,82000
18,78,137500
2,52,67600
5,76,86400
9,70,94100
8,80,92800
10,54,101700
5,82,79300
4,79,71200
14,73,125100
4,55,67600
5,74,66700
6,81,89800
4,62,83300
17,63,135200
3,88,66600
7,69,93700
5,71,74400
1,72,65400
8,85,111100
5,69,66000
6,79,99200
6,71,85600
2,85,71900
5,85,86700
5,76,82400
8,78,93800
8,92,99900
6,62,66600
19,62,139500
6,67,84900
9,73,105900
1,76,72900
5,62,63700
1,73,79900
12,66,110400
6,71,81800
5,70,73800
12,74,119200
14,81,109500
17,87,131600
4,66,75000
16,62,126100
5,45,83600
5,87,77600
9,64,86800
4,66,67600
2,69,55800
4,61,68100
13,71,120600
10,68,112000
5,69,98400
6,70,92200
8,69,92800
19,64,140300
8,100,90500
8,54,79000
17,72,129300
19,88,133100
16,64,115100
13,61,112100
15,83,131600
6,77,84200
4,74,92100
5,82,82500
6,82,87900
12,93,108800
10,95,95700
5,71,74800
6,75,83700
3,79,70000
16,69,131700
7,73,88000
18,74,129400
5,86,87500
11,63,87600
5,69,95500
4,74,76500
9,61,101100
6,71,86100
9,57,86900
9,79,101100
2,66,71200
9,60,93200
5,61,74200
4,70,102300
6,70,97800
8,65,90300
1,72,64000
4,73,74800
5,59,77500
4,73,83300
7,91,101300
13,64,106200
4,75,81200
9,82,91600
7,84,92900
8,79,79900
3,62,60600
3,64,86700
12,67,117900
15,79,136400
11,67,96400
10,67,97200
7,59,74700
2,68,57800
5,70,89000
10,60,95000
6,63,71900
9,79,90600
14,51,109800
10,100,119800
3,70,76200
3,89,79100
9,70,99600
5,61,84800
13,93,117900
27,68,167300
5,82,85300
6,67,90800
9,60,85500
13,76,107200
20,68,141600
8,65,85500
10,74,114700
12,61,111800
12,55,105500
7,77,90500
3,78,64900
2,58,58300
3,100,69800
6,84,87800
7,94,82500
12,72,105600
3,75,62400
11,74,112000
4,68,80000
7,62,99700
10,56,90000
6,79,87700
10,91,116900
1,96,53000
11,94,93100
8,64,82600
10,65,86800
13,84,128300
10,93,96800
15,76,123100
19,86,144600
2,65,68300
16,56,140000
8,65,98000
3,65,76700
1,62,67300
17,65,121500
10,58,90000
4,62,83800
8,53,97900
10,88,106500
3,81,81500
5,48,79300
14,50,131200
9,75,89400
3,80,91100
9,83,109800
2,56,59400
5,74,91000
12,79,112000
5,77,80400
10,62,93000
2,80,76400
11,88,118100
9,73,98000
4,69,89200
6,87,84900
7,76,82100
6,82,77400
7,50,90600
3,71,74400
6,65,92500
2,86,58800
4,77,84000
19,74,136800
26,76,172400
7,80,82400
13,65,104000
5,80,92700
7,69,89400
3,70,76200
7,85,96400
16,71,128300
4,73,73900
17,77,124000
5,85,73200
12,81,118100
3,58,76200
5,70,75800
11,78,116300
11,82,122000
13,88,112900
14,75,113600
6,89,81800
1,78,76000
21,59,125400
8,73,88900
13,75,109400
4,54,64200
10,46,88700
4,60,83300
7,79,87300
5,72,87700
13,79,121600
6,97,117200
8,91,97500
3,77,76000
4,77,87600
1,80,77400
4,81,71500
6,73,79500
6,89,96400
9,80,98800
2,81,69900
6,78,91200
10,59,91700
2,95,76400
5,72,78700
11,91,114700
4,58,96600
14,60,110200
9,62,87800
4,78,73200
6,83,97000
5,78,86200
3,66,61400
4,59,77400
10,70,93100
5,83,80600
20,72,132300
4,71,80500
9,75,104100
